state,city,institute_carnegie_classification,school,primary_investigator,Position,website,research_interest,postdoc_wanted
Minnesota,Minneapolis,R1,University of Minnesota,Steven Kass,,http://kass.chem.umn.edu/,"bronsted acid and bases,supramolecular chemistry,anion molecular recognition,synthetic organic",
Minnesota,Minneapolis,R1,University of Minnesota,Tom Hoye,,http://www1.chem.umn.edu/groups/hoye/,"mechanistic organic chemistry,structural,natural product synthesis,NMR,structure determination,synthetic organic",
Minnesota,Minneapolis,R1,University of Minnesota,William Pomerantz,,,"chemical probes for protein protein interactions,fluorine tags in proteins",
Minnesota,Minneapolis,R1,University of Minnesota,Zhengqiang Wang,,https://drugdesign.umn.edu/research/research-groups/wang-group,synthetic organic,
Mississippi,Starkville,R1,Mississippi State University,Colleen Scott,,,"organic polymeric materials,thermoplastics,sensors,organosilicon compounds",
Mississippi,Oxford,R1,University of Mississippi,Daniell Mattern,,,"langmuir blodgett film,d-sigma-a targets,diels alder and donor dienes and acceptor dienophiles",
Mississippi,Oxford,R1,University of Mississippi,David Colby,,http://www.olemiss.edu/~dacolby,synthetic organic,
Mississippi,Oxford,R1,University of Mississippi,Davita Watkins,,,"molecular self-assembly,nanostructured materials",
Mississippi,Starkville,R1,Mississippi State University,Dennis Smith,,,"monomers,polymeric materials,fluoropolymers from aromatics,polyarylene networks,thermally reversible crosslinkable resins for smart coatings",
Mississippi,Oxford,R1,University of Mississippi,Hoang Le,,http://www.hlelab.com/,synthetic organic,
Mississippi,Oxford,R1,University of Mississippi,Jared Delcamp,,,"solar energy conversion,dye sensitized solar cells,photovoltaics",
Mississippi,Hattiesburg,R1,University of Southern Mississippi,Julie Pigza,,https://www.usm.edu/faculty-directory/profile.php?id=1936961,"organocatalysis,new reaction development,synthetic organic",
Mississippi,Starkville,R1,Mississippi State University,Keith Hollis,,,"organometallic ligands and complexes,n-heterocyclic carbenes,materials for light based interactions,photovoltaics",
Mississippi,Hattiesburg,R1,University of Southern Mississippi,Matthew Donahue,,http://mattdonahuegroup.org/,"Carbon-nitrogen bonds,synthetic organic",
Mississippi,Starkville,R1,Mississippi State University,Miguel Munoz,,,"earth-abundant transition metals,bimetallic for unreactive bonds,carbon-carbon bond formation,confinement effects on chemical transformations",
Mississippi,Starkville,R1,Mississippi State University,Xin Cui,,http://cui.chemistry.msstate.edu/,"catalytic processes for c-c and c-heteroatom bonds,functionalization of unsaturated hydrocarbons,synthetic organic",
Missouri,St. Louis,R1,University of St. Missouri – - St. Louis,Alexei Demchenko,,http://www.umsl.edu/~demchenkoa/Glycoworld.htm,"chemical glycosylation,carbohydrates,metal complexes,solid phase and surface chemistry,rapid assembly of oligosaccharides and glycopeptides,synthetic organic",
Missouri,St. Louis,R1,University of St. Missouri – - St. Louis,Bruce Hamper,,,"continuous flow chemistry,polymeric beads",
Missouri,St. Louis,R1,University of St. Missouri – - St. Louis,Christopher Spilling,,http://www.umsl.edu/chemistry/Faculty/spilling.html,"asymettric synthesis of phosphonates,chiral and stereoselective reactions,lanthanide and titanium catalyst systems,synthetic organic",
Missouri,St. Louis,R1,University of St. Missouri – - St. Louis,Eike Bauer,,http://www.eike-bauer.net/,synthetic organic,
Missouri,Columbia,R1,University of Missouri - Columbia,Fabio Gallazzi,,,peptomimetics,
Missouri,St. Louis,R1,University of St. Missouri – - St. Louis,George Gokel,,,"crown ether synthesis,synthetic cation and anion channels",
Missouri,St. Louis,R1,University of St. Missouri – - St. Louis,James Bashkin,,,"chemical genomics,sequence specific DNA binding gene expression,green chemistry,ribozyme mimicsand polyamides",
Missouri,St. Louis,R1,Washington University in St Louis,John Bleeke,,,"transition metal organometallics,metallobenzenes",
Missouri,St. Louis,R1,Washington University in St Louis,john-Stephen Taylor,,,"bioorganic and nucleic acid chemistry,natural products heat shock proteins",
Missouri,St. Louis,R1,Washington University in St Louis,jonathan Barnes,,jbarneslab.com,"Redox responsive polymers,self assembly and actiavtion,Topologically complex polymers,MIMs",
Missouri,Columbia,R1,University of Missouri - Columbia,Kent Gates,,,,
Missouri,St. Louis,R1,Washington University in St Louis,Kevin Moeller,,https://sites.wustl.edu/moellergroup/,"synthetic electrochemistry,microelectrode array,synthetic methodology,synthetic organic",
Missouri,St. Louis,R1,Washington University in St Louis,Michael Gross,,,"protein mass spectrometry,protein interfaces,solvents,binding affintiy,foldign and unfolding",
Missouri,Columbia,R1,University of Missouri - Columbia,Michael Harmata,,http://faculty.missouri.edu/~harmatam/,"pericyclic reactions of reactive intermediates 4+3 cycloaddition,natural products synthesis,asymmetric charge trasnfer catalysis,synthetic organic",
Missouri,Columbia,R1,University of Missouri - Columbia,Susan Lever,,,"radiochemistry and nuclear chem,imaging tracers",
Missouri,Columbia,R1,University of Missouri - Columbia,Timothy Glass,,,fluorescent sensors,
Missouri,St. Louis,R1,Washington University in St Louis,Timothy Wencewicz,,,"natural product biosynthesis,enzyme inhibitors,drug delivery across membranes",
Missouri,St. Louis,R1,University of St. Missouri – - St. Louis,Valerian T D'Souza,,,"redox catalysts flavin derivatives,artificial enzymes,computational chemistry",
Missouri,St. Louis,R1,Washington University in St Louis,Vladimir Birman,,,"natural product total synthesis,asymmetric catalysis,stimuli responsive molecules",
Missouri,Columbia,R1,University of Missouri - Columbia,Wesley Bernskoetter,,,"inorganic and organometallic complexes,carbon dioxide functionalization,cobalt mediated transformations of carbon-carbon bonds",
Missouri,St. Louis,R1,Washington University in St Louis,William Tolman,,,"copper containing enzymes,biorenewable and sustainable polymers",
Montana,Bozeman,R1,Montana State University,Matthew Cook,,https://cookresearchgroup.com/,"cascade organic reaction pathways,organic synthesis,synthetic organic",
Montana,Missoula,R2,University of Montana,Nick Natale,,http://www.umt.edu/people/Natale,synthetic organic,
Montana,Bozeman,R1,Montana State University,Sharon Neufeldt,,http://neufeldt-chemistry.com/,"transition metal catalysis,computsational chemistry,synthetic organic",
Montana,Bozeman,R1,Montana State University,Tom Livinghouse,,http://www.chemistry.montana.edu/directory/1524327/thomas-livinghouse,"organometallic chemistry,synthesis,catalysis,synthetic organic",
Nebraska,,R1,University of Nebraksa Medical Center,Amar Natarajan,,https://www.unmc.edu/eppley/about/faculty/natarajan.html,synthetic organic,
Nebraska,Lincoln,R1,University of Nebraska,Andrzej Rajca,,,"organic magnets,nanomedicine,physical organic,asymmetric synthesis,spin labels,biomedical contrast agents",
Nebraska,Lincoln,R1,University of Nebraska,David Berkowitz,,http://chemweb.unl.edu/dbb/,"biocatalysts,natural products,bioorganic,combinatorial catalysis,catalyst screening and reaction development asymmetric synthesis,synthetic organic",
Nebraska,Lincoln,R1,University of Nebraska,James Checco,,,"neuropeptides,hormones,signaling,peptide protein interactions,cell signaling,mass spectrometry",
Nebraska,Lincoln,R1,University of Nebraska,James Takacs,,https://chem.unl.edu/takacs-group,"natural product total synthesis,asymmetric catalysis,self assembly,combinatorial catalysis,metal catalyzed cyclizations.,synthetic organic",
Nebraska,Lincoln,R1,University of Nebraska,Jian Zhang,,,"materials,photocatalysis,nanoporous MOF and POPs,fluorophores",
Nebraska,Lincoln,R1,University of Nebraska,Jiantao Guo,,,bioorthogonal chemistry,
Nebraska,Lincoln,R1,University of Nebraska,Liangcheng Du,,,"biosynthetic mechanism and metabolic engineering,natural products discovery",
Nebraska,Lincoln,R1,University of Nebraska,Martha Morton,,,analytical and instrumentation,
Nebraska,Lincoln,R1,University of Nebraska,Patrick Dussault,,https://chem.unl.edu/patrick-dussault,"surface functionalization and bioanalytical chemistry,peroxides,click reactions,synthetic organic",
Nevada,Reno,R1,University of Nevada - Reno,Ana de Bettencourt-Dias,,,"light emitting compounds from the f block,singlet oxygen generation,lanthanides",
Nevada,Reno,R1,University of Nevada - Reno,Benjamin King,,,"aryl aryl bonds Scholl reactions,reaction coordinate diagram quadrannulene,organometallic methodology PAH Zirconium mediated biphenylation",
Nevada,Reno,R1,University of Nevada - Reno,Brian Frost,,,"aqueous and biphasic reactions,catalysis",
Nevada,Reno,R1,University of Nevada - Reno,Christopher Barile,,,"energy conversion and storage,electrochemistry",
Nevada,Reno,R1,University of Nevada - Reno,Christopher Jeffrey,,https://wolfweb.unr.edu/homepage/cjeffrey/,"heterocyclic reaction development,alkaloid natural product synthesis,metal mediated amination,synthetic organic",
Nevada,Las Vegas,R1,University of Nevada - Las Vegas,Jun Yong Kang,,http://jkang.faculty.unlv.edu,"asymmetric catalysis,natural product synthesis,biocompatible materials,synthetic organic",
Nevada,Reno,R1,University of Nevada - Reno,Krisztina Voronova,,,,
Nevada,Reno,R1,University of Nevada - Reno,Laina Geary,,https://lgeary.wixsite.com/gearylab,synthetic organic,
Nevada,Reno,R1,University of Nevada - Reno,Nicholas Borotto,,,"mass spectrometry,protein structure,infrared multiphoton dissociation",
Nevada,Reno,R1,University of Nevada - Reno,Robert Sheridan,,,"conjugated reactive intermediates,highly strained organic molecules,quantum mechanical tunneling",
Nevada,Reno,R1,University of Nevada - Reno,Thomas Bell,,,"molecular devices,synthesis,medicinal chemistry",
Nevada,Reno,R1,University of Nevada - Reno,Vincent Catalano,,,optical properties of transition metal complexes,
Nevada,Reno,R1,University of Nevada - Reno,Wesley Chalifoux,,,"terpene natural products through alkynes,multicomponent reactions,organic polymers,NLO,TFT,OLED",
Nevada,Reno,R1,University of Nevada - Reno,Yftah Tal-Gan,,,peptides as probes,
Nevada,Reno,R1,University of Nevada - Reno,Ying Yang,,,"synthetic chmeistry,polymer chemistry,soft materials",
New Hampshire,Durham,R1,University of New Hampshire,Arthur Greenberg,,,physical organic chemistry,
New Hampshire,Durham,R1,University of New Hampshire,Charles Zercher,,https://ceps.unh.edu/person/charles-zercher,synthetic organic,
New Hampshire,Hanover,R1,Dartmouth College,Chenfeng Ke,,,"porous organic polymers,3d printabel polymers",
New Hampshire,Hanover,R1,Dartmouth College,David Glueck,professor,https://chemistry.dartmouth.edu/people/david-s-glueck,"homogeneous catalysis,asymmetric catalysis,sustainable energy,synthetic organic",
New Hampshire,Durham,R1,University of New Hampshire,Erik Berda,,,nanostructured polymer building blocks,
New Hampshire,Durham,R1,University of New Hampshire,Glen Miller,,,"fullerenes,carbon nanotubes,graphene,nanostructures",
New Hampshire,Hanover,R1,Dartmouth College,Glenn Micalizio,,https://chemistry.dartmouth.edu/people/glenn-c-micalizio,"natural product synthesis,reaction methodology,synthetic organic",
New Hampshire,Hanover,R1,Dartmouth College,Gordon Gribble,,https://chemistry.dartmouth.edu/people/gordon-wayne-gribble,synthetic organic,
New Hampshire,Hanover,R1,Dartmouth College,Ivan Aprahamiam,,,"molecular switches and machines,adaptive materials,fluroophores",
New Hampshire,Hanover,R1,Dartmouth College,Jimmy Wu,,http://sites.dartmouth.edu/jimmywu/,"organic synthetic methodology,organocatalysis,synthetic organic",
New Hampshire,Hanover,R1,Dartmouth College,Katherine Mirica,,,"microelectronic devices,mobile chemical sensors",
New Hampshire,Durham,R1,University of New Hampshire,Marc Boudreau,,,,
New Hampshire,Durham,R1,University of New Hampshire,Nate Oldenhuis,,,"soft materials,supramolecular polymerization",
New Hampshire,Hanover,R1,Dartmouth College,Peter Jacobi,,https://chemistry.dartmouth.edu/people/peter-alan-jacobi,synthetic organic,
New Hampshire,Durham,R1,University of New Hampshire,Richard Johnson,,,"physical organic chemistry,reaction mechanisms,pericyclic reactions compoutational chemistry",
New Jersey,Princton,R1,Princeton University,Abigail Doyle,,http://chemlabs.princeton.edu/doyle/,"abundant and inexpensive transition metal catalysts,catalytic reactions for fluorinated compounds,carbon carbon bond forming reactions,synthetic organic",
New Jersey,New Brunswick,R1,Rutgers University,Alan Goldman,,,"catalysis organometallic chemistry,reactions and mechanisms",
New Jersey,Princton,R1,Princeton University,Andrew Bocarsly,,,"surface chemistry,electrochemistry,photochemistry,solid state chemistry,fuel cells",
New Jersey,Princton,R1,Princeton University,Brad Carrow,,,"transition metal catalysts,sustainable materials,polymers",
New Jersey,New Brunswick,R1,Rutgers University,Daniel Seidel,,http://seidel-group.com/,synthetic organic,
New Jersey,Princton,R1,Princeton University,David MacMillan,,http://chemlabs.princeton.edu/macmillan/,"organocatalysts,photoredox catalysis,metal mediated catalysis,synthetic organic",
New Jersey,Newark,R1,Rutgers University - Newark,Elena Galoppini,,,"semiconductor nanoparticles,dyes,chromophores and redox active groups,supramolecular self assembly",
New Jersey,New Brunswick,R1,Rutgers University,Enver Cagri Izgu,,,"diagnostics,biotechnology,target oriented design,enzymatic synthesis",
New Jersey,Princton,R1,Princeton University,Erik Sorensen,,http://chemlabs.princeton.edu/sorensen/,"natural product synthesis,C-H Functionalization,synthetic organic",
New Jersey,Newark,R1,Rutgers University - Newark,Frank Jordan,,,"enzyme catalysts,multi-step enzymatic reactions",
New Jersey,New Brunswick,R1,Rutgers University,Heinz Roth,,,"reactive intermediates,nucelar spin polarization,electron spin resonance",
New Jersey,New Brunswick,R1,Rutgers University,Jeehuin Katherine Lee,,,"Biophysical organic,analytical,computational,mass spectrometry",
New Jersey,New Brunswick,R1,Rutgers University,Jianyuan Zhang,,https://zhang-lab.com/,polymer nanomaterials nanomedicines,
New Jersey,New Brunswick,R1,Rutgers University,Joachim Kohn,,,drug delivery and regenerative medicine,
New Jersey,New Brunswick,R1,Rutgers University,Joel Freundlich,,http://njms.rutgers.edu/departments/labs/freundlich/index.cfm,synthetic organic,
New Jersey,Princton,R1,Princeton University,John Groves,,,"biomimetic catalysts and molecular mechanisms,membrane protein small molecule interactions,host pathogen",
New Jersey,New Brunswick,R1,Rutgers University,John Taylor,,,"bioactive peptide design and synthesis,protein engineering,ligand-receptor interactions",
New Jersey,New Brunswick,R1,Rutgers University,Ki-Bum Lee,,,nanotechnologies and chemical functional genomics,
New Jersey,New Brunswick,R1,Rutgers University,Laurence Romsted,,,"membrane mimetics,micellar,association colloid chemistry,chemical trapping via",
New Jersey,New Brunswick,R1,Rutgers University,Lawrence Williams,,https://rutchem.rutgers.edu/research/faculty-research/200-williams-lawrence-j,"computational and experiemtnal mechanistic studies,natural products,synthetic organic",
New Jersey,New Brunswick,R1,Rutgers University,Leslie Jimenez,,,antibiotic and coenzyme synthesis,
New Jersey,New Brunswick,R1,Rutgers University,Mark Lipke,,,"supramolecular,porous materials,polymer chemistry",
New Jersey,Princton,R1,Princeton University,Martin Semmelhack,,,"quorum sensing,bacterial cell cell communication,enzymes for biosynthesis",
New Jersey,Newark,R1,Rutgers University - Newark,Michal Szostak,,https://szostakgroup.com/,"organometallic and transition metal catalysis,free radical chemistry,synthetic organic",
New Jersey,Princton,R1,Princeton University,Paul Chirik,,,first row transition metal catalysts,
New Jersey,Princton,R1,Princeton University,Paul Reider,,,,
New Jersey,Newark,R1,Rutgers University - Newark,Phillip Huskey,,,"mechanisms of enzyme catalyzed reactions,physical organic chemistry,vibrational modeling of transition states",
New Jersey,New Brunswick,R1,Rutgers University,Ralf Warmuth,,,"host-guest chemistry,reactive intermediates,confromationally constrained peptides",
New Jersey,New Brunswick,R1,Rutgers University,Robert Boikess,,,chemical education,
New Jersey,Princton,R1,Princeton University,Robert Knowles,,https://knowleslab.princeton.edu,"proton coupled electron transfer,hydrogen atom transfer,synthetic organic",
New Jersey,New Brunswick,R1,Rutgers University,Spencer Knapp,,https://rutchem.rutgers.edu/research/faculty-research/167-knapp-spencer,"Total synthesis of natural products,synthetic organic",
New Jersey,Newark,R1,Rutgers University - Newark,Stacey Brenner-Moyer,,,"catalytic asymmetric reactions,cascade reactions,organocatalysts,natural products,fluorinated analogues",
New Jersey,New Brunswick,R1,Rutgers University,Teddy Asefa,,,"materials,nanoscience and naotechnology,nanobiomaterials",
New Jersey,New Brunswick,R1,Rutgers University,Weiwei Xie,,,quantum materials,
New Mexico,Albuquerque,R1,University of New Mexico,Brian Gold,,https://www.goldchemistry.com/,"Bioorthogonal cycloadditions,stereoelctornic of enzyme catalysis",
New Mexico,Las Cruces,R2,New Mexico State University ,William Maio,,https://wordpress.nmsu.edu/wmaio/,"Marine natural product total synthesis,cannabinoid,enamide methods,synthetic organic",
New York,New York City,,College University of New York - Brooklyn,Alexander Greer,,http://academic.brooklyn.cuny.edu/chem/agreer/FirstPage.html,"photochemistry,oxidation mechanism,photosensitization,reactive intermediates,singlet oxygen,alkoxy radicals,synthetic organic",
New York,Rochester,R1,University of Rochester,Alison Frontier,,http://www.sas.rochester.edu/chm/groups/frontier/index.html,"natural product synthesis,pericyclic reactions,cationic cascades,asymettric catalysis,synthetic organic",
New York,New York City,,New York University,Andrew Hamilton,,,"protein surface,solid state self-assembly,recognition,proteomimetics,in vivo and in vitro cell signaling",
New York,Buffalo,R1,University at Buffalo,Andrew Murkin,,,"bioorganic,enzyme mechanisms",
New York,,,City College of New York,Barbara Zajc,,https://bzajc.ccny.cuny.edu,synthetic organic,
New York,New York City,,New York University,Bart Kahr,,,"crystal growth mechanism,polycrystalline pattern formation,light,optical activity",
New York,,,University of Rochester Medical,Benjamin Miller,,https://www.urmc.rochester.edu/labs/benjamin-miller.aspx,synthetic organic,
New York,Rochester,R1,University of Rochester,Bradley Nilsson,,,"peptide self assembly,supramolecular chemistry",
New York,New York City,R1,Columbia University,Brent Stockwell,,,"computational chemistry,libraries for screening,metabolomics,CRISPR,protein expression",
New York,Ithaca,R1,Cornell University,Brett Fors,,,"methods for catalysts in situ with light,conjugated polymers,photomediated radical polymerizations",
New York,Vestal,R1,Binghamton University,Brian Callahan,,,protein biogenesis and degradation,
New York,Ithaca,R1,Cornell University,Bruce Ganem,,,"natural product synthesis,multicomponent reactions,drug discovery",
New York,Rochester,R2,Rochester Institute of Technology,Christina Goudreau Collison,,,"Chemistry Education,Organic Chemistry,Synthesis,STEM Education Research",
New York,Rochester,R2,Rochester Institute of Technology,Christopher Collison,,,"Organic/Bulk Heterojunction Solar Cells,Quantum Mechanics,Molecular Photophysics,Lasers and Spectroscopy,Nanomaterials",
New York,New York City,R1,Columbia University,Colin Nuckolls,,,"devices,surface-patterns",
New York,Stony Brook,R1,Stony Brook University,Dale Drueckhammer,,,"computational recpetor and sensor synthesis,enzyme inhibitors,enzyme reaction mechanisms",
New York,New York City,R1,Columbia University,Dalibor Sames,,http://www.columbia.edu/cu/chemistry/groups/sames/index.html,"C-H bond functionalization,late stage modification,synthetic organic",
New York,Ithaca,R1,Cornell University,David Collum,,,"organolithium,organosodium reagents,spectroscopic,kinetic,and computational methods",
New York,,X,Hunter College,David Mootoo,,http://www.hunter.cuny.edu/chemistry/faculty/Mootoo/Randy,synthetic organic,
New York,Syracuse,R1,Syracuse University,Davoud Mozhdehi,,,"macromolecular,recombinant protein expression,polymer based materials,supramolecular,biopolymers",
New York,,X,Sloan Kettering ,Derek Tan,,https://www.mskcc.org/research/ski/labs/derek-tan,synthetic organic,
New York,New York City,,New York University,Dirk Trauner,,https://www.traunergroup.org,synthetic organic,
New York,Vestal,R1,Binghamton University,Eriks Rozners,,http://chemiris.chem.binghamton.edu/ROZNERS/rozners.htm,"nucleic acids,RNS structure and function,RNA binders,synthetic organic",
New York,Ithaca,R1,Cornell University,Erin Stache,,,"catalysis,polymerization,materials,sustainability,degradabel polymers",
New York,Stony Brook,R1,Stony Brook University,Frank johnson,,,"viral enzyme inhibitor synthesis,genetic toxicology,organo-alkali",
New York,Ithaca,R1,Cornell University,Frank Schroeder,,,"biogenic small molecules,biosynthesis,mass spec of metabolites,microbial metabolomic",
New York,Ithaca,R1,Cornell University,Geoffrey Coates,,http://coates.chem.cornell.edu,"polymers morphology,synthetic organic",
New York,Rochester,R2,Rochester Institute of Technology,Hans Schmitthenner,,https://www.rit.edu/schmitthennerlab/,"Molecular Imaging,Organic Synthesis,Medicinal Chemistry,Organometallic Chemistry Instrumental Analysis,HPLC-mass Spectrometry",
New York,Stony Brook,R1,Stony Brook University,Iwao Ojima,,https://www.stonybrook.edu/commcms/ojima_group/,"assymetric synthesis,homogenous catalysis,organometallic,synthetic organic",
New York,New York City,R1,Columbia University,Jack Norton,,,"transition metals and organometallics,asymmetric synthesis",
New York,New York City,,New York University,James Canary,,,"molecular imaging and fluorescent probes,nanostructures and devices",
New York,Syracuse,R1,Syracuse University,James hougland,,,"protein post-translational modification,in vivo protein prenylation,bnioorganic,enzymology",
New York,New York City,R1,Columbia University,James Leighton,,http://www.columbia.edu/cu/chemistry/groups/leighton/index.html,"asymmetric natural product synthesis,synthetic organic",
New York,Buffalo,R1,University at Buffalo,Jared Rzayez,,,"polymer and materials,self assembly,nanomaterials",
New York,Ithaca,R1,Cornell University,Jeremy Baskin,,,"lipids,membranes,chemical imaging tools",
New York,Rochester,R2,Rochester Institute of Technology,Jeremy Cody,,https://www.rit.edu/science/people/jeremy-cody,"organic solar cells,chemistry education",
New York,Syracuse,R1,Syracuse University,John Chisholm,,https://thecollege.syr.edu/people/faculty/chisholm-john-d/,"medicinal chemistry,phosphatase,trichloroacetimidates reaction development,natural product synthesis,synthetic organic",
New York,Buffalo,R1,University at Buffalo,John Richard,,,"enzyme catalyzed reaction mechanisms,SAR on mutants",
New York,Albany,,University at Albany,John Welch,,https://sites.google.com/site/welchresearchlab/,"organofluorine,fluorinated sulfur compounds,genetically engineered materials,supramolecular,polypeptides,photophysics,synthetic organic",
New York,Stony Brook,,Stony Brook University,Jon Rudick,,,"polymer,supramolecular,dendrimers,peptides,polymers,liquid crystals",
New York,Rochester,R1,University of Rochester,Joseph Dinnocenzo,,,mechanistic and physical organic chemistry,
New York,Stony Brook,R1,Stony Brook University,Joseph Lauher,,,"structural,supramolecular and crystal engineering,topochemical polymerization",
New York,Stony Brook,R1,Stony Brook University,Kathlyn Parker,,https://www.stonybrook.edu/commcms/chemistry/faculty/_faculty-profiles/parker-kathy,"natural products synthesis,synthetic organic",
New York,New York City,,New York University,Keith Woerpel,,https://wp.nyu.edu/woerpelgroup/,"stereoselective carbon-carbon bond formation,strained ring silanes,oxocarbenium ions,natural product synthesis,synthetic organic",
New York,New York City,,New York University,Kent Kirshenbaum,,,"macromolecules,biopolymers and synthetic polymers,n-substituted peptoid oligomer",
New York,New York City,R1,Columbia University,Luis Campos,,,"nanostructure,macromolecular,device fabrication,materials,polymers in vivo imaging and drug delivery",
New York,,,City College of New York,Mahesh Lakshman,,https://www.ccny.cuny.edu/profiles/mahesh-lakshman,synthetic organic,
New York,Albany,,University at Albany,Maksim Royzen,,,"RNA research,paramagnetic NRM probes,bioorthogonal chemistry",
New York,New York City,,New York University,Marcus Weck,,,"polymer,materials",
New York,New York City,,College University of New York - Brooklyn,Maria Contel,,http://www.brooklyn.cuny.edu/web/academics/schools/naturalsciences/undergraduate/chemistry/faculty_details.php?faculty=136,"organometallic,gold,ruthenium,titanium,homogenous catalysis,in vivo and in vitro biological studies,synthetic organic",
New York,,X,City College of New York,Mark Biscoe,,http://mbiscoe.ccny.cuny.edu,synthetic organic,
New York,Rochester,R2,Rochester Institute of Technology,Matt Miri,,,"synthetic polymer chemistry,polymerization catalysts,polymer characterization,sustainable polymers,renewable polymers,biodegradable polymers",
New York,Vestal,R1,Binghamton University,Matthew Vetticatt,,,"asymmetric organocatalysis,experiemntal and theoretical approach,kinetic isotope effects,hydrogen bonding interactions",
New York,Stony Brook,R1,Stony Brook University,Melanie Chiu,,,"physical organic,polymer supramolecular,light,external stimuli",
New York,Rochester,R2,Rochester Institute of Technology,MIchael Coleman,,https://www.rit.edu/science/people/michael-coleman,"synthetic chemistry,catalysis,green chemistry,sustainability",
New York,Syracuse,R1,Syracuse University,Michael Sponsler,,,"organometallic,holographic materials,liquid crystals,molecular electronics",
New York,Ithaca,R1,Cornell University,Mikail Abbasov,,https://www.chemikailproteomics.com/,"chemical proteomics,post translational modifications,ribonucleoproteome",
New York,Vestal,R1,Binghamton University,Ming An,,,"bioorganic,medicinal,drug discovery",
New York,Stony Brook,R1,Stony Brook University,Ming-Yu Ngai,,https://www.ngaigroup.com/p/home.html,"multifunctional catalysts,dual catalysis,radio tracer for positron emission tomography,synthetic organic",
New York,Stony Brook,R1,Stony Brook University,Nancy Goroff,,,"non-natural organic compounds,materials",
New York,Syracuse,R1,Syracuse University,Nancy Totah,,https://thecollege.syr.edu/people/faculty/totah-nancy-i/,"natural product synthesis,synthetic organic",
New York,New York City,R1,Columbia University,Neel Shah,,,enzymes mediate signal transduction,
New York,Stony Brook,,Stony Brook University,Nicole Sampson,,,"bioorganic and mechanistic enzymology,peptide and polymer synthesis",
New York,New York City,,New York University,Paramjit Arora,,http://www.nyu.edu/projects/arora/index.html,"protein protein interactions with synthetic ligands,solid phase synthesis,protein domain mimics,synthetic organic",
New York,Stony Brook,,Stony Brook University,Peter Tonge,,,"enzyme catalyzed reactions,fluorescent proteins,NMR spectroscopy",
New York,Ithaca,R1,Cornell University,Phillip Milner,,,"porous materials as metal organic frameworks,electrochemistry,surface",
New York,Albany,,University at Albany,Qiang Zhang,,https://www.albany.edu/zhanggroup/,"polypeptide,carbohydrate,glycoprotein synthesis,phenolic dearomatization,synthetic organic",
New York,Albany,,University at Albany,Rabi Musah,,,"Biosynthesis of organosulfur compounds,bacterial quorum and biofilm inhibtors,ambient ionization mass spec",
New York,Syracuse,R1,Syracuse University,Robert Doyle,,,"synthetic bioconjugate,drug delivery,medicinal chemistry,protein biochemistry",
New York,Stony Brook,R1,Stony Brook University,Robert Grubbs,,https://grubbsgroup.caltech.edu,"polymer,materials,synthetic organic",
New York,Rochester,R1,University of Rochester,Rose Kennedy,,,"catalysis,organometallic,mechanistic,physical organic",
New York,Rochester,R1,University of Rochester,Rudi Fasan,,,"chemoenzymatic,biocatalysis,protein engineering,bioorganic",
New York,New York City,,College University of New York - Brooklyn,Ryan Murelli,,http://userhome.brooklyn.cuny.edu/rpmurelli/,"reaction discovery and mechansim investigation,synthetic organic",
New York,New York City,R1,Columbia University,Samuel Danishefsky,,https://www.mskcc.org/research/ski/labs/samuel-danishefsky,synthetic organic,
New York,Rochester,R1,University of Rochester,Shauna Paradine,,,"organometallic,catalysis,synthesis",
New York,,,Hunter College,Shengping Zheng,,http://www.hunter.cuny.edu/chemistry/faculty/Zheng/Shengping,synthetic organic,
New York,Buffalo,R1,University at Buffalo,Sherry Chemler,,http://www.acsu.buffalo.edu/~schemler/,"organometallic,medicinal,copper manganese catalysts,synthetic organic",
New York,Ithaca,R1,Cornell University,Song Lin,,http://songlin.chem.cornell.edu/,"electrochemistry,materials,castalysts design,sugar,carbon dioxide,startign materials,synthetic organic",
New York,Vestal,R1,Binghamton University,Sozanne Solmaz,,,"structural biology,x-ray crustallography,nuclear pores",
New York,New York City,R1,College University of New York - Brooklyn,Stacey Brenner,,http://academic.brooklyn.cuny.edu/chem/Brenner/webpage2.html,synthetic organic,
New York,Ithaca,R1,Cornell University,Stephen Lee,,,"porous organic coordination solids,cross linkable guests,intermetallic phase,noble metal",
New York,Buffalo,R1,University at Buffalo,Steven Diver,,https://arts-sciences.buffalo.edu/chemistry/faculty/faculty-directory/diver.html,"enyne metathesis mechanism,natural product synthesis,metathesis cascades,synthetic organic",
New York,Vestal,R1,Binghamton University,Susan Bane,,,"molecular mechanism of taxol chemotherapy,site specific fluorescent labeling of proteins",
New York,Rochester,R2,Rochester Institute of Technology,Thomas W. Smith,,,"Polymers,ionic liquids",
New York,New York City,,New York University,Tianning Diao,,https://as.nyu.edu/content/nyu-as/as/faculty/tianning-diao.html,"sustainable energy,transition metal catalysis,nickel catalyzed reactions,synthetic organic",
New York,Albany,R1,University at Albany,Ting Wang,,https://www.albany.edu/twanglab/,"natural products synthesis,light photocatalysis,cooperative catalysis,peptide and proteins,synthetic organic",
New York,Ithaca,R1,Cornell University,Todd Hyster,Associate Professor,https://www.hysterlab.com/,"photoenzymatic strategies for free radicals,protein engineering and directed evolution,cascade reactions,enzyme catalysis",
New York,New York City,R1,Columbia University,Tom Rovis,,https://rovisresearch.wordpress.com,synthetic organic,
